"Sensitivity Excess Phase - dB SPL/watt (8 ohms, @0.50 meters) (High)"
      "Hz"  "Mag (dB)"       "deg"
  18.4257,   84.4012,   -85.4607
  27.6386,   86.0815,   -106.5665
  36.8514,   87.6224,   -121.9243
  46.0643,   88.9653,   -131.2991
  55.2771,   90.0385,   -139.1370
  64.4900,   90.9620,   -144.4574
  73.7028,   91.6817,   -149.2132
  82.9157,   92.3622,   -152.5144
  92.1285,   92.8097,   -155.0726
  101.3414,   93.1712,   -157.6105
  110.5542,   93.4788,   -159.6433
  128.9799,   93.8485,   -162.9989
  138.1928,   93.9083,   -164.1670
  156.6185,   93.9319,   -166.3050
  184.2571,   93.7229,   -169.0161
  202.6828,   93.5328,   -170.0786
  221.1085,   93.3397,   -171.4667
  248.7470,   93.1069,   -173.3519
  276.3856,   92.8664,   -174.1659
  313.2370,   92.5380,   -176.0603
  359.3013,   92.1213,   -177.1019
  396.1527,   91.8150,   -178.1063
  451.4298,   91.2562,   -179.4793
  497.4941,   90.9260,   179.4598
  561.9841,   91.5255,   178.0561
  626.4740,   91.7681,   177.2011
  709.3897,   91.6398,   175.6531
  801.5182,   90.7660,   174.0327
  902.8596,   89.6888,   172.7431
  1004.2010,   90.1676,   171.3329
  1123.9680,   90.2444,   169.7672
  1252.9480,   90.3315,   167.8509
  1400.3540,   89.4936,   165.8173
  1603.0360,   88.3115,   163.2036
  1796.5060,   84.5403,   159.8541
  1999.1890,   80.5719,   157.1805
  2238.7230,   76.0866,   153.3552
  2496.6830,   78.2601,   148.9171
  2800.7070,   63.1108,   143.7110
  3150.7960,   81.5122,   137.2373
  3546.9490,   75.4871,   128.7406
  3998.3780,   78.3999,   118.4226
  4495.8720,   66.6584,   106.1607
  5002.5790,   71.6575,   89.3459
  5601.4150,   76.1660,   68.1841
  6301.5920,   71.1070,   39.1468
  7103.1100,   66.8385,   -2.4243
  7996.7570,   58.1802,   -71.6419
  9000.9580,   66.6626,   163.6159
  9995.9460,   66.1305,   41.9452
  11202.8300,   70.5807,   -61.8186
  12501.8400,   65.5109,   -148.4057
  14003.5400,   64.5981,   125.9013
  16002.7300,   56.9192,   15.7603
  18001.9200,   52.2249,   -74.6633
  20001.1000,   46.5309,   -159.6432
  22396.4500,   51.4999,   83.2520
  25003.6800,   35.2895,   90.8457
